Scryfall ID,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,keywords,legalities,games,reserved,uri,is_permanent,is_dual_face,is_historic,is_legendary,is_creature,front_types,front_subtypes,back_types,back_subtypes,produced_mana,edhrec_rank,penny_rank,back_oracle_text,back_mana_cost,back_colors,back_power,back_toughness
8b3048ec-bcbf-4a69-b56f-83bbe82b68e5,{1}{W},2.0,Enchantment — Aura,"Enchant creature
Prevent all damage that would be dealt by enchanted creature.",,,['W'],['Enchant'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/b/8b3048ec-bcbf-4a69-b56f-83bbe82b68e5.jpg?1562381847,False,False,False,False,False,['Enchantment'],['Aura'],[],[],,23699.0,,,,,,
0ec6a889-c941-4898-a2f6-4d3863faf535,{R} // {3}{G},5.0,Sorcery // Sorcery,Assault deals 2 damage to any target.,,,"['G', 'R']",[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/0/e/0ec6a889-c941-4898-a2f6-4d3863faf535.jpg?1562898037,False,True,False,False,False,['Sorcery'],[],['Sorcery'],[],,24092.0,3708.0,Create a 3/3 green Elephant creature token.,,,,
dbc9062e-ddd9-41ac-a88a-33f5a7b22103,{2}{U},3.0,Enchantment,{2}{U}: Return target white or black creature you control to its owner's hand.,,,['U'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/d/b/dbc9062e-ddd9-41ac-a88a-33f5a7b22103.jpg?1562941413,False,False,False,False,False,['Enchantment'],[],[],[],,26286.0,,,,,,
f615f531-e8af-4f7b-a4ea-fb962149093f,{1}{B},2.0,Creature — Human Spellshaper,"{B}, {T}, Discard a card: Return target creature card from your graveyard to your hand.",1,1,['B'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/f/6/f615f531-e8af-4f7b-a4ea-fb962149093f.jpg?1562383993,False,False,False,False,True,['Creature'],"['Human', 'Spellshaper']",[],[],,12631.0,10457.0,,,,,
6fc59fa5-144f-49e6-b6bd-2ba6d3f2eff2,{1}{B}{B},3.0,Creature — Phyrexian Horror Mercenary,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
{2}, {T}: Search your library for a Mercenary permanent card with mana value 2 or less, put it onto the battlefield, then shuffle.",2,1,['B'],['Fear'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/6/f/6fc59fa5-144f-49e6-b6bd-2ba6d3f2eff2.jpg?1562630441,False,False,False,False,True,['Creature'],"['Phyrexian', 'Horror', 'Mercenary']",[],[],,22152.0,,,,,,
81825aef-bef7-46b7-bf52-29e32c1836b0,{2}{R},3.0,Creature — Goblin,"{R}, {T}: Slingshot Goblin deals 2 damage to target blue creature.",2,2,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/1/81825aef-bef7-46b7-bf52-29e32c1836b0.jpg?1562922320,False,False,False,False,True,['Creature'],['Goblin'],[],[],,26843.0,16236.0,,,,,
efeef7f3-5b87-440d-a851-95ae2bdb840d,{2}{B},3.0,Creature — Phyrexian Zombie Mercenary,"When Phyrexian Driver enters, other Mercenary creatures get +1/+1 until end of turn.",1,1,['B'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/e/f/efeef7f3-5b87-440d-a851-95ae2bdb840d.jpg?1562632735,False,False,False,False,True,['Creature'],"['Phyrexian', 'Zombie', 'Mercenary']",[],[],,25280.0,,,,,,
1a9d4ff8-af35-413f-9aa2-f4c6e34fade2,{3}{W},4.0,Enchantment — Aura,"Enchant creature
Domain — Enchanted creature gets +1/+1 for each basic land type among lands you control.",,,['W'],"['Enchant', 'Domain']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/1/a/1a9d4ff8-af35-413f-9aa2-f4c6e34fade2.jpg?1562900233,False,False,False,False,False,['Enchantment'],['Aura'],[],[],,25811.0,,,,,,
4c707c81-dbbd-43be-a79a-7bc92a584839,{U},1.0,Creature — Faerie,"Kicker {3}{U} (You may pay an additional {3}{U} as you cast this spell.)
If Faerie Squadron was kicked, it enters with two +1/+1 counters on it and with flying.",1,1,['U'],['Kicker'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/4/c/4c707c81-dbbd-43be-a79a-7bc92a584839.jpg?1562910474,False,False,False,False,True,['Creature'],['Faerie'],[],[],,24131.0,15287.0,,,,,
8fc66fbf-f411-4607-aece-7c35d9a07c80,{1}{U},2.0,Instant,"Domain — Look at the top X cards of your library, where X is the number of basic land types among lands you control. Put one of those cards into your hand and the rest on the bottom of your library in any order.",,,['U'],['Domain'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/f/8fc66fbf-f411-4607-aece-7c35d9a07c80.jpg?1562924010,False,False,False,False,False,['Instant'],[],[],[],,20802.0,6029.0,,,,,
aeb359c8-209c-455f-84b2-970e5678a9fa,{2}{U},3.0,Instant,"Counter target creature spell.
Draw a card.",,,['U'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/a/e/aeb359c8-209c-455f-84b2-970e5678a9fa.jpg?1562930137,False,False,False,False,False,['Instant'],[],[],[],,7601.0,790.0,,,,,
7e622ad2-473f-489e-b4cf-bbdcc44d0cde,{3}{U},4.0,Creature — Bird,"Flying
{1}: Rainbow Crow becomes the color of your choice until end of turn.",2,2,['U'],['Flying'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/e/7e622ad2-473f-489e-b4cf-bbdcc44d0cde.jpg?1562920499,False,False,False,False,True,['Creature'],['Bird'],[],[],,27217.0,,,,,,
8ee35d99-9a8a-421b-bf43-74446909d87d,{2}{B},3.0,Enchantment — Aura,"Enchant creature
Domain — Enchanted creature gets -1/-1 for each basic land type among lands you control.",,,['B'],"['Enchant', 'Domain']","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/e/8ee35d99-9a8a-421b-bf43-74446909d87d.jpg?1562923839,False,False,False,False,False,['Enchantment'],['Aura'],[],[],,24132.0,,,,,,
75a0b075-5414-48d3-a2b1-47dc20213e96,{R},1.0,Creature — Human Wizard,"{B}, {T}: Target player loses 1 life.
{G}, {T}: Target creature gets +1/+1 until end of turn.",1,1,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/5/75a0b075-5414-48d3-a2b1-47dc20213e96.jpg?1562918595,False,False,False,False,True,['Creature'],"['Human', 'Wizard']",[],[],,27425.0,,,,,,
d22f3ae8-a40b-4dab-abf4-3ab7b05191f7,{1}{R},2.0,Instant,"Target creature can't block this turn.
Draw a card.",,,['R'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/d/2/d22f3ae8-a40b-4dab-abf4-3ab7b05191f7.jpg?1562937241,False,False,False,False,False,['Instant'],[],[],[],,7210.0,16329.0,,,,,
9b32531e-c759-4603-abd0-1724e8df70db,{1}{R},2.0,Sorcery,"Domain — Tribal Flames deals X damage to any target, where X is the number of basic land types among lands you control.",,,['R'],['Domain'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/9/b/9b32531e-c759-4603-abd0-1724e8df70db.jpg?1562926326,False,False,False,False,False,['Sorcery'],[],[],[],,20969.0,3900.0,,,,,
2a85437f-052e-494c-a9ee-265c4624a409,{1}{R},2.0,Instant,"Kicker {R} (You may pay an additional {R} as you cast this spell.)
Scorching Lava deals 2 damage to any target. If this spell was kicked, that creature can't be regenerated this turn and if it would die this turn, exile it instead.",,,['R'],['Kicker'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/2/a/2a85437f-052e-494c-a9ee-265c4624a409.jpg?1562903659,False,False,False,False,False,['Instant'],[],[],[],,20327.0,12766.0,,,,,
480bb7e3-df03-454d-ada0-592ef8a4a6f0,{1}{R},2.0,Sorcery,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Breath of Darigaaz deals 1 damage to each creature without flying and each player. If this spell was kicked, it deals 4 damage to each creature without flying and each player instead.",,,['R'],['Kicker'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/4/8/480bb7e3-df03-454d-ada0-592ef8a4a6f0.jpg?1562909692,False,False,False,False,False,['Sorcery'],[],[],[],,10379.0,2917.0,,,,,
505da522-73a8-4232-ae1a-d3365f3e598f,{G},1.0,Creature — Human Wizard,"{R}, {T}: Target creature gains first strike until end of turn.
{W}, {T}: Tap target creature.",1,1,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/5/0/505da522-73a8-4232-ae1a-d3365f3e598f.jpg?1562911289,False,False,False,False,True,['Creature'],"['Human', 'Wizard']",[],[],,26234.0,14664.0,,,,,
699f1fe8-02c6-4d95-9231-3f8aefe603da,{4}{G},5.0,Creature — Kavu,{R}: Serpentine Kavu gains haste until end of turn.,4,4,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/6/9/699f1fe8-02c6-4d95-9231-3f8aefe603da.jpg?1562916212,False,False,False,False,True,['Creature'],['Kavu'],[],[],,26617.0,,,,,,
c2b258c1-5fb4-4072-bb32-ad364df1874a,{3}{G},4.0,Creature — Elf Scout,"When Quirion Trailblazer enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",1,2,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/c/2/c2b258c1-5fb4-4072-bb32-ad364df1874a.jpg?1562934099,False,False,False,False,True,['Creature'],"['Elf', 'Scout']",[],[],,18747.0,13461.0,,,,,
3b69e57a-5b19-450c-9cf5-c189e8505781,{1}{G},2.0,Creature — Elf Nomad,{1}{G}: Add one mana of any color.,2,2,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/3/b/3b69e57a-5b19-450c-9cf5-c189e8505781.jpg?1562907011,False,False,False,False,True,['Creature'],"['Elf', 'Nomad']",[],[],"['B', 'G', 'R', 'U', 'W']",23880.0,14336.0,,,,,
789e3582-b541-4916-ac7e-015214d7a27a,{1}{G},2.0,Enchantment — Aura,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",,,['G'],['Enchant'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/7/8/789e3582-b541-4916-ac7e-015214d7a27a.jpg?1562919190,False,False,False,False,False,['Enchantment'],['Aura'],[],[],"['B', 'G', 'R', 'U', 'W']",753.0,1612.0,,,,,
6da5cb6c-253b-44f0-98f9-d75f42c6e14b,{2}{G},3.0,Sorcery,Domain — You gain 2 life for each basic land type among lands you control.,,,['G'],['Domain'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/6/d/6da5cb6c-253b-44f0-98f9-d75f42c6e14b.jpg?1562916978,False,False,False,False,False,['Sorcery'],[],[],[],,25801.0,12928.0,,,,,
eabc1e77-404c-436b-bde1-be1b21d00584,{G},1.0,Instant,"Kicker {5} (You may pay an additional {5} as you cast this spell.)
Target creature gets +2/+2 until end of turn. If this spell was kicked, that creature gets +5/+5 until end of turn instead.",,,['G'],['Kicker'],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/e/a/eabc1e77-404c-436b-bde1-be1b21d00584.jpg?1562942177,False,False,False,False,False,['Instant'],[],[],[],,22868.0,11977.0,,,,,
ed0f633e-7238-4d02-ad8b-06dd20453030,{2}{G},3.0,Instant,"As an additional cost to cast this spell, sacrifice a land.
Search your library for up to two basic land cards, put them onto the battlefield, then shuffle.",,,['G'],[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/e/d/ed0f633e-7238-4d02-ad8b-06dd20453030.jpg?1562942622,False,False,False,False,False,['Instant'],[],[],[],,228.0,2551.0,,,,,
84b1930d-2e4b-472f-98a9-008fd632f3be,{R}{G},2.0,Instant,Simoon deals 1 damage to each creature target opponent controls.,,,"['G', 'R']",[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/8/4/84b1930d-2e4b-472f-98a9-008fd632f3be.jpg?1562921826,False,False,False,False,False,['Instant'],[],[],[],,24757.0,16205.0,,,,,
967f1658-8777-46fc-a648-07fb19e46745,{1}{R}{G},3.0,Enchantment,"Creatures you control have haste.
Sacrifice Fires of Yavimaya: Target creature gets +2/+2 until end of turn.",,,"['G', 'R']",[],"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'timeless': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'explorer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'not_legal', 'brawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal', 'predh': 'legal'}","['paper', 'mtgo']",False,https://cards.scryfall.io/border_crop/front/9/6/967f1658-8777-46fc-a648-07fb19e46745.jpg?1562925325,False,False,False,False,False,['Enchantment'],[],[],[],,1747.0,5247.0,,,,,
